iter	Passed	Remaining
919	21335	1855
920	21347	1831
921	21358	1806
922	21370	1782
923	21381	1758
924	21393	1734
925	21404	1710
926	21415	1686
927	21425	1662
928	21435	1638
929	21444	1614
930	21453	1590
931	21465	1566
932	21478	1542
933	21489	1518
934	21504	1494
935	21553	1473
936	21599	1452
937	21633	1429
938	21664	1407
939	21693	1384
940	21715	1361
941	21733	1338
942	21746	1314
943	21763	1291
944	21780	1267
945	21798	1244
946	21814	1220
947	21828	1197
948	21841	1173
949	21856	1150
950	21868	1126
951	21882	1103
952	21897	1079
953	21909	1056
954	21922	1032
955	21933	1009
956	21943	985
957	21955	962
958	21966	939
959	21979	915
960	21991	892
961	22003	869
962	22015	845
963	22026	822
964	22039	799
965	22049	776
966	22060	752
967	22069	729
968	22079	706
969	22089	683
970	22101	660
971	22112	636
972	22123	613
973	22150	591
974	22194	569
975	22243	546
976	22277	524
977	22392	503
978	22422	480
979	22442	458
980	22457	434
981	22472	411
982	22489	388
983	22501	365
984	22514	342
985	22527	319
986	22540	296
987	22552	273
988	22567	251
989	22580	228
990	22592	205
991	22603	182
992	22615	159
993	22626	136
994	22637	113
995	22649	90
996	22659	68
997	22672	45
998	22683	22
999	22694	0
